id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,venueId,venue,homeId,homeTeam,homeConference,homeClassification,homePoints,homeLineScores,awayId,awayTeam,awayConference,awayClassification,awayPoints,awayLineScores,highlights,attendance,homePostgameWinProbability,homePregameElo,homePostgameElo,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,notes
401218616,2020,1,regular,2020-08-30 01:00:00+00:00,False,True,True,False,3689,Cramton Bowl,2110,Central Arkansas,Southland,fcs,24,"[0, 6, 7, 11]",2046,Austin Peay,OVC,fcs,17,"[7, 3, 0, 7]",,,,,,,,,,
401238035,2020,1,regular,2020-09-04 00:00:00+00:00,False,True,False,False,3803,Legion Field,5,UAB,Conference USA,fbs,45,"[14, 14, 3, 14]",2110,Central Arkansas,Southland,fcs,35,"[7, 14, 0, 14]",https://www.youtube.com/watch?v=aBwb65AoLmQ,12716.0,0.9980808803854844,,,0.0019191196145156297,,,2.226002,
401207101,2020,1,regular,2020-09-04 01:00:00+00:00,False,True,False,False,3815,M. M. Roberts Stadium,2572,Southern Miss,Conference USA,fbs,21,"[0, 10, 3, 8]",6,South Alabama,Sun Belt,fbs,32,"[13, 0, 10, 9]",https://www.youtube.com/watch?v=XzIoo20mNEo,,0.2697391538586161,1451.0,1406.0,0.730260846141384,1227.0,1272.0,5.58695,
401237353,2020,1,regular,2020-09-05 17:00:00+00:00,False,True,False,False,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,59,"[21, 17, 14, 7]",2198,Eastern Kentucky,OVC,fcs,0,"[0, 0, 0, 0]",https://www.youtube.com/watch?v=TBf5sm0SvaE,12001.0,0.9989357690026515,,,0.0010642309973485364,,,1.1456028928,
401235700,2020,1,regular,2020-09-05 17:30:00+00:00,False,True,False,False,3841,Michie Stadium,349,Army,FBS Independents,fbs,42,"[7, 14, 14, 7]",2393,Middle Tennessee,Conference USA,fbs,0,"[0, 0, 0, 0]",https://www.youtube.com/watch?v=FdOHH54jzW4,5249.0,0.9989401671285846,1495.0,1610.0,0.0010598328714154226,1429.0,1314.0,2.4709131227,
401212484,2020,1,regular,2020-09-05 20:30:00+00:00,False,True,False,False,3644,Bobcat Stadium (TX),326,Texas State,Sun Belt,fbs,24,"[0, 14, 7, 3]",2567,SMU,American Athletic,fbs,31,"[0, 14, 14, 3]",https://www.youtube.com/watch?v=DV-qRe8YnqI,7500.0,0.046385495576733625,1193.0,1206.0,0.9536145044232663,1557.0,1544.0,3.2882211247,
401207098,2020,1,regular,2020-09-05 23:30:00+00:00,False,True,False,False,3825,DATCU Stadium,249,North Texas,Conference USA,fbs,57,"[14, 9, 20, 14]",2277,Houston Christian,Southland,fcs,31,"[0, 10, 7, 14]",https://www.youtube.com/watch?v=MRNGDI4smi0,7611.0,0.9987933449462078,,,0.0012066550537922494,,,1.6443047117,
401212553,2020,1,regular,2020-09-06 00:00:00+00:00,False,True,False,False,3805,Simmons Bank Liberty Stadium,235,Memphis,American Athletic,fbs,37,"[7, 14, 13, 3]",2032,Arkansas State,Sun Belt,fbs,24,"[14, 0, 3, 7]",https://www.youtube.com/watch?v=icu9T9MZt9c,4537.0,0.9459042390318004,1698.0,1702.0,0.05409576096819957,1431.0,1427.0,3.8455083297,
401239884,2020,1,regular,2020-09-06 01:00:00+00:00,False,True,False,False,3946,Sun Bowl,2638,UTEP,Conference USA,fbs,24,"[3, 14, 0, 7]",2617,Stephen F. Austin,Southland,fcs,14,"[7, 7, 0, 0]",https://www.youtube.com/watch?v=oPjntxHEzkw,6047.0,0.8965660017910269,,,0.10343399820897314,,,6.510044664,
401234576,2020,1,regular,2020-09-08 00:00:00+00:00,False,True,False,False,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,American Athletic,fbs,3,"[0, 0, 3, 0]",252,BYU,FBS Independents,fbs,55,"[14, 17, 17, 7]",https://www.youtube.com/watch?v=4SIzQoVuVI0,0.0,0.00034217162665634487,1625.0,1438.0,0.9996578283733436,1513.0,1700.0,1.7226811047,
401234559,2020,2,regular,2020-09-11 00:00:00+00:00,False,True,False,False,3948,Hard Rock Stadium,2390,Miami,ACC,fbs,31,"[7, 7, 17, 0]",5,UAB,Conference USA,fbs,14,"[7, 0, 7, 0]",https://www.youtube.com/watch?v=Lj96EKcMjp0,8153.0,0.9978418110459198,1528.0,1553.0,0.0021581889540801535,1399.0,1374.0,3.686792617,
401236081,2020,2,regular,2020-09-12 16:00:00+00:00,False,True,False,False,3792,Kidd Brewer Stadium,2026,App State,Sun Belt,fbs,35,"[0, 14, 7, 14]",2429,Charlotte,Conference USA,fbs,20,"[7, 3, 10, 0]",https://www.youtube.com/watch?v=f3psS2pd7iQ,0.0,0.9989405610212495,1696.0,1700.0,0.0010594389787504932,1377.0,1373.0,5.0994058158,
401236038,2020,2,regular,2020-09-12 16:00:00+00:00,False,True,False,False,3842,Milan Puskar Stadium,277,West Virginia,Big 12,fbs,56,"[14, 28, 7, 7]",2198,Eastern Kentucky,OVC,fcs,10,"[0, 7, 3, 0]",https://www.youtube.com/watch?v=IQeuajdq2rE,976.0,0.9985290183696555,,,0.0014709816303445367,,,1.0520707724,
401236053,2020,2,regular,2020-09-12 16:00:00+00:00,False,True,False,False,3636,Bill Snyder Family Stadium,2306,Kansas State,Big 12,fbs,31,"[7, 14, 0, 10]",2032,Arkansas State,Sun Belt,fbs,35,"[7, 7, 7, 14]",https://www.youtube.com/watch?v=9uqT7ZS3UU4,11041.0,0.3652594357684556,1632.0,1611.0,0.6347405642315445,1427.0,1448.0,7.1983025295,
401236221,2020,2,regular,2020-09-12 16:00:00+00:00,False,True,False,False,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,14,"[0, 14, 0, 0]",309,Louisiana,Sun Belt,fbs,31,"[0, 10, 7, 14]",https://www.youtube.com/watch?v=sTeQoqVIkss,0.0,0.13129390675582164,1663.0,1621.0,0.8687060932441784,1651.0,1693.0,4.777614325,
