id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeConference,homeClassification,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayConference,awayClassification,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes
401328605,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,3749.0,Hunter Stadium,2815,Lindenwood,Great Lakes,ii,20,"[7, 7, 0, 6]",,,,2025,Angelo State,Lone Star,ii,40,"[16, 7, 14, 3]",,,,,,
401328466,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6065.0,Cliff Harris Stadium,2888,Ouachita Baptist,Great American,ii,38,"[14, 3, 7, 14]",,,,319,Oklahoma Baptist,Great American,ii,31,"[0, 16, 7, 8]",,,,,,
401328432,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,4763.0,Ranger Field,2823,Northwestern Oklahoma State,Great American,ii,13,"[3, 0, 3, 7]",,,,2568,Southern Arkansas,Great American,ii,32,"[6, 6, 7, 13]",,,,,,
401328276,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,5870.0,Thone Stadium at Buerkle Field,2033,Arkansas Tech,Great American,ii,20,"[7, 0, 6, 7]",,,,199,Southeastern Oklahoma State,Great American,ii,38,"[7, 17, 7, 7]",,,,,,
401328309,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,5871.0,Convoy Leslie Cotton Boll Stadium,2028,Arkansas-Monticello,Great American,ii,30,"[7, 23, 0, 0]",,,,200,Southern Nazarene,Great American,ii,23,"[0, 7, 8, 8]",,,,,,
401329443,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6045.0,Dwight T. Reed Stadium,2876,Lincoln (MO),Mid America,ii,12,"[6, 6, 0, 0]",,,,2687,Washburn,Mid America,ii,76,"[21, 17, 21, 17]",,,,,,
401329425,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,4431.0,Chryst Field at Biemesderfer Stadium,210,Millersville,Pennsylvania State Athletic,ii,9,"[2, 0, 0, 7]",,,,2022,American International,Northeast 10,ii,14,"[7, 7, 0, 0]",,,,,,
401329689,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6030.0,Harms-Eischeid Stadium,389,Upper Iowa University,Northern Sun,ii,14,"[0, 7, 0, 7]",,,,134,Minnesota Duluth,Northern Sun,ii,41,"[7, 27, 0, 7]",,,,,,
401329651,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,6046.0,Meares Stadium,2369,Mars Hill,South Atlantic,ii,24,"[0, 7, 7, 10, 0]",,,,2804,Chowan,CIAA,ii,30,"[14, 3, 7, 0, 6]",,,,,,
401329503,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6070.0,Bob Young Field,2894,Sioux Falls,Northern Sun,ii,16,"[0, 0, 9, 7]",,,,132,Bemidji State,Northern Sun,ii,24,"[0, 10, 14, 0]",,,,,,
401329491,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,3641.0,Blakeslee Stadium,2364,Minnesota State Mankato,Northern Sun,ii,40,"[7, 10, 0, 17, 6]",,,,425,Northern State,Northern Sun,ii,34,"[7, 10, 10, 7, 0]",,,,,,
401328397,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6073.0,Milam Stadium,2927,Southwestern Oklahoma State,Great American,ii,13,"[0, 0, 13, 0]",,,,2271,Henderson State,Great American,ii,31,"[7, 7, 7, 10]",,,,,,
401337471,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,5886.0,West Family Stadium,2699,West Liberty,Mountain East,ii,6,"[0, 0, 0, 6]",,,,2682,Walsh,Great Midwest Athletic,ii,27,"[3, 14, 3, 7]",,,,,,
401334787,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,5943.0,Duvall-Rosier Field,2986,Fairmont State,Mountain East,ii,14,"[0, 0, 14, 0]",,,,2858,PennWest California,Pennsylvania State Athletic,ii,23,"[10, 3, 7, 3]",,,,,,
401334786,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,True,,6035.0,"Memorial Stadium (Wayne, NE)",2844,Wayne State (NE),Northern Sun,ii,34,"[10, 7, 10, 7]",,,,559,University of Mary,Northern Sun,ii,27,"[0, 0, 14, 13]",,,,,,
401334756,2021,1,regular,2021-09-02 23:00:00+00:00,False,True,False,False,,5263.0,Steele Stadium,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,13,"[0, 3, 3, 7]",,,,341,Frostburg State,Mountain East,ii,20,"[7, 6, 7, 0]",,,,,,
401329660,2021,1,regular,2021-09-02 23:05:00+00:00,False,True,False,False,,4439.0,Eiler-Martin Stadium,2188,East Stroudsburg University,Pennsylvania State Athletic,ii,35,"[21, 7, 0, 7]",,,,2487,Pace,Northeast 10,ii,14,"[0, 7, 7, 0]",,,,,,
401309834,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,51511.0,587.0,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,40,"[13, 6, 7, 14]",0.9832270850528867,,,2692,Weber State,Big Sky,fcs,17,"[7, 0, 3, 7]",0.016772914947113304,,,1.7192597055,,
401328404,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,,3720.0,Finley Stadium,236,Chattanooga,Southern,fcs,20,"[7, 7, 6, 0]",,,,2046,Austin Peay,OVC,fcs,30,"[6, 10, 7, 7]",,,,,,
401328768,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,,3960.0,Top Taggart Field,2222,Ferris State,GLIAC,ii,54,"[20, 20, 14, 0]",,,,2224,Findlay,Great Midwest Athletic,ii,14,"[7, 7, 0, 0]",,,,,,
401282607,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,52633.0,3670.0,Carter-Finley Stadium,152,NC State,ACC,fbs,45,"[10, 14, 14, 7]",0.9987026978526787,1460.0,1565.0,58,South Florida,American Athletic,fbs,0,"[0, 0, 0, 0]",0.0012973021473212665,1251.0,1146.0,1.7199176694,,
401300993,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,36752.0,3792.0,Kidd Brewer Stadium,2026,App State,Sun Belt,fbs,33,"[14, 6, 7, 6]",0.9981479820345208,1659.0,1666.0,151,East Carolina,American Athletic,fbs,19,"[6, 0, 3, 10]",0.0018520179654791802,1403.0,1396.0,3.0846558976,,
401328383,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,,7003.0,Houck Field,2546,Southeast Missouri State,OVC,fcs,21,"[7, 0, 7, 7]",,,,79,Southern Illinois,MVFC,fcs,47,"[14, 14, 10, 9]",,,,,,
401300994,2021,1,regular,2021-09-02 23:30:00+00:00,False,True,False,False,15085.0,3674.0,Chapman Stadium,202,Tulsa,American Athletic,fbs,17,"[3, 7, 7, 0]",0.48190183055823815,,,302,UC Davis,Big Sky,fcs,19,"[7, 3, 3, 6]",0.5180981694417619,,,6.1233812195,,
401282789,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,50805.0,3953.0,Huntington Bank Stadium,135,Minnesota,Big Ten,fbs,31,"[0, 14, 7, 10]",0.170686074828574,1585.0,1582.0,194,Ohio State,Big Ten,fbs,45,"[7, 3, 21, 14]",0.829313925171426,1905.0,1908.0,4.281207226,,
401328138,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,4899.0,Fifth Third Stadium,338,Kennesaw State,Big South,fcs,35,"[14, 7, 7, 7]",,,,2890,Reinhardt University,,,25,"[7, 0, 12, 6]",,,,,,
401281952,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,84314.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,fbs,38,"[14, 0, 14, 10]",0.9851715866948813,1489.0,1524.0,189,Bowling Green,Mid-American,fbs,6,"[0, 6, 0, 0]",0.014828413305118748,1041.0,1006.0,1.2554934078,,
401282180,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,16236.0,3796.0,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,59,"[7, 21, 17, 14]",0.9974874797982355,,,2630,UT Martin,OVC,fcs,21,"[7, 7, 0, 7]",0.002512520201764512,,,3.4696869058,,
401329374,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,5878.0,Wantland Stadium,2122,Central Oklahoma,Mid America,ii,24,"[10, 14, 0, 0]",,,,137,Missouri Western,Mid America,ii,20,"[0, 7, 7, 6]",,,,,,
401330245,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,5938.0,Al Whitehead Field at Greyhound Stadium,2201,Eastern New Mexico,Lone Star,ii,24,"[7, 10, 7, 0]",,,,2120,Central Washington,Great Northwest,ii,66,"[21, 14, 17, 14]",,,,,,
401329456,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,6057.0,Ron & Carol Cope Stadium at Foster Field,2438,Nebraska-Kearney,Mid America,ii,38,"[0, 14, 3, 21]",,,,2403,Missouri Southern State,Mid America,ii,0,"[0, 0, 0, 0]",,,,,,
401329404,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,5890.0,Lewis Field Stadium,2231,Fort Hays State,Mid America,ii,7,"[0, 0, 7, 0]",,,,138,Northwest Missouri St,Mid America,ii,15,"[2, 7, 0, 6]",,,,,,
401329340,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,4724.0,Audrey J. Walton Stadium at Vernon Kennedy Field,2118,Central Missouri,Mid America,ii,16,"[0, 3, 6, 7]",,,,90,Pittsburg St,Mid America,ii,35,"[7, 14, 7, 7]",,,,,,
401329312,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,5882.0,Ralph Stocker Stadium,11,Colorado Mesa,Rocky Mountain,ii,40,"[0, 13, 13, 14]",,,,2911,William Jewell,Great Lakes,ii,3,"[3, 0, 0, 0]",,,,,,
401329153,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,4852.0,Neta and Eddie DeRose ThunderBowl,2570,CSU Pueblo,Rocky Mountain,ii,6,"[3, 3, 0, 0]",,,,2837,East Texas A&M,Lone Star,ii,12,"[0, 6, 6, 0]",,,,,,
401329058,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,5780.0,Altra Federal Credit Union Stadium,2851,Winona State,Northern Sun,ii,47,"[7, 23, 10, 7]",,,,3066,Concordia University St Paul,Northern Sun,ii,6,"[0, 3, 3, 0]",,,,,,
401329048,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,5883.0,Marv Kay Stadium at Campbell Field,2146,Colorado School Of Mines,Rocky Mountain,ii,42,"[14, 21, 7, 0]",,,,2848,Western Oregon,Great Northwest,ii,3,"[0, 3, 0, 0]",,,,,,
401329037,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,True,,6072.0,Schwan Regional Event Center,2587,Southwest Minnesota State,Northern Sun,ii,21,"[0, 7, 7, 7]",,,,2817,Minnesota State Moorhead,Northern Sun,ii,33,"[7, 7, 13, 6]",,,,,,
401328681,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,3860.0,O'Harra Stadium,613,South Dakota Mines,Rocky Mountain,ii,34,"[14, 7, 10, 3]",,,,2402,Missouri S&T,Great Lakes,ii,31,"[0, 3, 7, 21]",,,,,,
401328420,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,,3909.0,Roy Stewart Stadium,93,Murray State,OVC,fcs,35,"[14, 7, 7, 7]",,,,2400,Mississippi Valley State,SWAC,fcs,0,"[0, 0, 0, 0]",,,,,,
401310696,2021,1,regular,2021-09-03 00:00:00+00:00,False,True,False,False,15908.0,3971.0,University Stadium (NM),167,New Mexico,Mountain West,fbs,27,"[14, 7, 3, 3]",0.9700928934278247,,,2277,Houston Christian,Southland,fcs,17,"[0, 10, 0, 7]",0.029907106572175324,,,2.230787703,,
401282051,2021,1,regular,2021-09-03 00:05:00+00:00,False,True,False,False,0.0,218.0,FIU Stadium,2229,Florida International,Conference USA,fbs,48,"[21, 7, 10, 10]",,,,2341,Long Island University,NEC,fcs,10,"[0, 10, 0, 0]",,,,1.825485544,,
401328011,2021,1,regular,2021-09-03 01:00:00+00:00,False,True,False,False,,2023.0,Walkup Skydome,2464,Northern Arizona,Big Sky,fcs,16,"[0, 7, 9, 0]",,,,2534,Sam Houston,AWC,fcs,42,"[7, 14, 14, 7]",,,,,,
401329450,2021,1,regular,2021-09-03 01:00:00+00:00,False,True,False,False,,5884.0,Buffalo Stadium,2704,West Texas A&M,Lone Star,ii,73,"[28, 24, 14, 7]",,,,2637,Texas College,,,0,"[0, 0, 0, 0]",,,,,,
401310694,2021,1,regular,2021-09-03 02:00:00+00:00,False,True,False,False,21970.0,6501.0,Allegiant Stadium,2439,UNLV,Mountain West,fbs,33,"[0, 6, 0, 14, 7, 6]",0.07179342211021605,,,331,Eastern Washington,Big Sky,fcs,35,"[0, 3, 17, 0, 7, 8]",0.9282065778897839,,,6.630977027,,
401309835,2021,1,regular,2021-09-03 02:30:00+00:00,False,True,False,False,44456.0,3947.0,Mountain America Stadium,9,Arizona State,Pac-12,fbs,41,"[13, 15, 6, 7]",0.9989417266712739,,,253,Southern Utah,Big Sky,fcs,14,"[7, 0, 7, 0]",0.0010582733287261004,,,1.1008051137,,
401344437,2021,1,regular,2021-09-03 22:00:00+00:00,False,True,False,False,,5876.0,Bentley University Football Stadium,2060,Bentley,Northeast 10,ii,41,"[14, 13, 7, 7]",,,,223,West Chester,Pennsylvania State Athletic,ii,17,"[0, 3, 0, 14]",,,,,,
401335299,2021,1,regular,2021-09-03 22:00:00+00:00,False,True,False,False,,3624.0,Arute Field,2115,Central Connecticut,NEC,fcs,21,"[7, 7, 0, 7]",,,,2583,Southern Connecticut State,Northeast 10,ii,28,"[0, 14, 0, 14]",,,,,,
401309937,2021,1,regular,2021-09-03 22:00:00+00:00,False,True,False,True,65632.0,3799.0,Lane Stadium,259,Virginia Tech,ACC,fbs,17,"[7, 7, 0, 3]",0.9657623026389909,1535.0,1556.0,153,North Carolina,ACC,fbs,10,"[0, 0, 7, 3]",0.03423769736100912,1725.0,1704.0,6.1739447701,,
401309541,2021,1,regular,2021-09-03 23:00:00+00:00,False,True,False,False,16461.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,35,"[14, 14, 7, 0]",0.9856200622735365,,,2598,St. Francis (PA),NEC,fcs,15,"[0, 7, 0, 8]",0.01437993772646351,,,1.3276499065,,
401282052,2021,1,regular,2021-09-03 23:00:00+00:00,False,True,False,False,14125.0,4418.0,Jerry Richardson Stadium,2429,Charlotte,Conference USA,fbs,31,"[7, 3, 7, 14]",0.3802794763077427,1366.0,1366.0,150,Duke,ACC,fbs,28,"[0, 14, 0, 14]",0.6197205236922573,1295.0,1295.0,9.9391115015,,
401282608,2021,1,regular,2021-09-03 23:00:00+00:00,False,True,False,False,25673.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,ACC,fbs,42,"[14, 14, 7, 7]",0.8721964954093154,1519.0,1580.0,295,Old Dominion,Conference USA,fbs,10,"[3, 0, 0, 7]",0.12780350459068457,1303.0,1242.0,1.2683700521,,
401287888,2021,1,regular,2021-09-04 00:00:00+00:00,False,True,False,False,26103.0,3833.0,Memorial Stadium,2305,Kansas,Big 12,fbs,17,"[0, 7, 3, 7]",0.3566755518023538,,,233,South Dakota,MVFC,fcs,14,"[0, 0, 7, 7]",0.6433244481976462,,,6.3957990631,,
401309836,2021,1,regular,2021-09-04 01:00:00+00:00,False,True,False,False,44153.0,3726.0,Folsom Field,38,Colorado,Pac-12,fbs,35,"[0, 14, 7, 14]",0.9986483170794433,,,2458,Northern Colorado,Big Sky,fcs,7,"[0, 0, 7, 0]",0.0013516829205566516,,,1.3054248484,,
401310695,2021,1,regular,2021-09-04 01:00:00+00:00,False,True,False,False,32327.0,5388.0,Canvas Stadium,36,Colorado State,Mountain West,fbs,23,"[0, 10, 0, 13]",0.15750183681437618,,,2571,South Dakota State,MVFC,fcs,42,"[7, 14, 14, 7]",0.8424981631856239,,,3.4830932001,,
401282782,2021,1,regular,2021-09-04 01:00:00+00:00,False,True,False,True,34248.0,3911.0,Ryan Field,77,Northwestern,Big Ten,fbs,21,"[0, 7, 0, 14]",0.008688733173155496,1639.0,1574.0,127,Michigan State,Big Ten,fbs,38,"[14, 7, 7, 10]",0.9913112668268445,1424.0,1489.0,3.3080173367,,
401287889,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,True,False,28668.0,3687.0,AT&T Stadium,2306,Kansas State,Big 12,fbs,24,"[7, 7, 0, 10]",0.9885480025786976,1447.0,1497.0,24,Stanford,Pac-12,fbs,7,"[0, 0, 0, 7]",0.011451997421302429,1491.0,1441.0,3.0408518701,,
401282822,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,52519.0,6577.0,SHI Stadium,164,Rutgers,Big Ten,fbs,61,"[12, 14, 14, 21]",0.9876925847980061,1393.0,1523.0,218,Temple,American Athletic,fbs,14,"[0, 7, 7, 0]",0.012307415201993854,1304.0,1174.0,2.508015306,,
401281947,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,47693.0,3683.0,Kroger Field,96,Kentucky,SEC,fbs,45,"[14, 14, 3, 14]",0.9989399455856591,1550.0,1593.0,2433,UL Monroe,Sun Belt,fbs,10,"[7, 0, 0, 3]",0.0010600544143408719,1101.0,1058.0,1.5118704405,,
401282609,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,28991.0,3615.0,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,ACC,fbs,51,"[7, 20, 3, 21]",0.9989204847197184,,,2142,Colgate,Patriot,fcs,0,"[0, 0, 0, 0]",0.0010795152802816066,,,1.0793145235,,
401282772,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,109295.0,3558.0,Michigan Stadium,130,Michigan,Big Ten,fbs,47,"[10, 17, 6, 14]",0.9986865417930266,1591.0,1672.0,2711,Western Michigan,Mid-American,fbs,14,"[7, 0, 0, 7]",0.0013134582069733725,1510.0,1429.0,2.3235980123,,
401287894,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,42206.0,3835.0,"Memorial Stadium (Norman, OK)",201,Oklahoma,Big 12,fbs,40,"[14, 23, 3, 0]",0.021390135630190765,1875.0,1869.0,2655,Tulane,American Athletic,fbs,35,"[14, 0, 8, 13]",0.9786098643698092,1597.0,1603.0,2.1698702327,,
401282815,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,True,76832.0,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,10,"[0, 0, 7, 3]",0.8185644967745165,1745.0,1728.0,213,Penn State,Big Ten,fbs,16,"[0, 0, 7, 9]",0.18143550322548352,1668.0,1685.0,8.6262290777,,
401286188,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,18782.0,3892.0,Pratt & Whitney Stadium,41,UConn,FBS Independents,fbs,28,"[14, 7, 7, 0]",0.02503652197942647,,,107,Holy Cross,Patriot,fcs,38,"[7, 17, 7, 7]",0.9749634780205735,,,6.4352510272,,
401309601,2021,1,regular,2021-09-04 16:00:00+00:00,False,True,False,False,18280.0,4246.0,Center Parc Stadium,2247,Georgia State,Sun Belt,fbs,10,"[0, 7, 3, 0]",0.011110718672779117,1410.0,1334.0,349,Army,FBS Independents,fbs,43,"[14, 13, 6, 10]",0.9888892813272209,1549.0,1625.0,2.2807184063,,
