id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeConference,homeClassification,homePoints,homeLineScores,homePostgameWinProbability,awayId,awayTeam,awayConference,awayClassification,awayPoints,awayLineScores,awayPostgameWinProbability,excitementIndex,highlights,homePregameElo,homePostgameElo,awayPregameElo,awayPostgameElo,notes
401013357,2018,1,regular,2018-08-25 21:30:00+00:00,False,True,False,False,8684.0,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,FBS Independents,fbs,63,"[21, 14, 21, 7]",0.9984542422162311,2184,Duquesne,NEC,fcs,15,"[3, 6, 0, 6]",0.001545757783768864,0.2139101303,https://www.youtube.com/watch?v=uwMMvX-tU_U,,,,,
401030241,2018,1,regular,2018-08-25 23:00:00+00:00,False,True,True,False,,3689,Cramton Bowl,55,Jacksonville State,OVC,fcs,17,"[0, 3, 14, 0]",,2448,North Carolina A&T,MEAC,fcs,20,"[7, 0, 13, 0]",,,,,,,,GUARDIAN CREDIT UNION FCS KICKOFF
401014972,2018,1,regular,2018-08-25 23:00:00+00:00,False,True,False,False,20050.0,3895,Rice Stadium,242,Rice,Conference USA,fbs,31,"[13, 6, 0, 12]",0.41611197976904707,2504,Prairie View A&M,SWAC,fcs,28,"[0, 21, 7, 0]",0.5838880202309529,5.6012773743,https://www.youtube.com/watch?v=z2VFteZqBBw,,,,,
401022510,2018,1,regular,2018-08-25 23:30:00+00:00,False,True,False,True,31007.0,5388,Canvas Stadium,36,Colorado State,Mountain West,fbs,34,"[7, 0, 13, 14]",0.3317397678892768,62,Hawai'i,Mountain West,fbs,43,"[10, 13, 14, 6]",0.6682602321107232,4.5649361931,https://www.youtube.com/watch?v=1FEy3ogBwpM,1529.0,1482.0,1217.0,1264.0,
401013437,2018,1,regular,2018-08-26 02:00:00+00:00,False,True,False,False,20322.0,3601,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,fbs,7,"[0, 0, 0, 7]",0.00427210984632397,2751,Wyoming,Mountain West,fbs,29,"[9, 6, 7, 7]",0.995727890153676,2.7057118396,https://www.youtube.com/watch?v=S3V1Juvj160,1339.0,1304.0,1537.0,1572.0,
401030567,2018,1,regular,2018-08-30 22:00:00+00:00,False,True,False,False,,3979,Wagner College Stadium,2681,Wagner,NEC,fcs,40,"[17, 14, 0, 9]",,2075,Bowie State,CIAA,ii,23,"[3, 10, 7, 3]",,,,,,,,
401029968,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,,3629,Barker-Lane Stadium,2097,Campbell,Big South,fcs,49,"[7, 14, 21, 7]",,2804,Chowan,CIAA,ii,26,"[0, 0, 6, 20]",,,,,,,,
401030097,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,,3829,Memorial Stadium,282,Indiana State,MVFC,fcs,49,"[14, 7, 14, 14]",,2825,Quincy,Great Lakes,ii,0,"[0, 0, 0, 0]",,,,,,,,
401029895,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,True,,3695,Delaware Stadium,48,Delaware,CAA,fcs,19,"[0, 10, 3, 6]",,227,Rhode Island,CAA,fcs,21,"[0, 7, 14, 0]",,,,,,,,
401029921,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,True,,3607,Alfond Stadium,311,Maine,CAA,fcs,35,"[0, 22, 7, 6]",,160,New Hampshire,CAA,fcs,7,"[0, 0, 0, 7]",,,,,,,,
401020671,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,9801.0,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,42,"[7, 14, 14, 7]",0.9999720937904223,2115,Central Connecticut,NEC,fcs,6,"[0, 0, 0, 6]",2.7906209577710506e-05,0.760100617799999,,,,,,
401021651,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,23088.0,4246,Center Parc Stadium,2247,Georgia State,Sun Belt,fbs,24,"[0, 14, 0, 10]",0.869590187971506,338,Kennesaw State,Big South,fcs,20,"[7, 7, 6, 0]",0.130409812028494,5.8512641491,https://www.youtube.com/watch?v=kUls9PpCkuc,,,,,
401030248,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,,3720,Finley Stadium,236,Chattanooga,Southern,fcs,34,"[6, 7, 21, 0]",,2635,Tennessee Tech,OVC,fcs,10,"[0, 7, 3, 0]",,,,,,,,
401030234,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,,3908,Roy Kidd Stadium,2198,Eastern Kentucky,OVC,fcs,49,"[18, 0, 14, 17]",,2413,Morehead State,Pioneer,fcs,23,"[0, 7, 0, 16]",,,,,,,,
401030159,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,,3909,Roy Stewart Stadium,93,Murray State,OVC,fcs,10,"[3, 7, 0, 0]",,79,Southern Illinois,MVFC,fcs,49,"[7, 21, 14, 7]",,,,,,,,
401013328,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,41291.0,3953,Huntington Bank Stadium,135,Minnesota,Big Ten,fbs,48,"[7, 28, 3, 10]",0.9999638364577065,166,New Mexico State,FBS Independents,fbs,10,"[7, 3, 0, 0]",3.616354229352137e-05,3.06144440259999,https://www.youtube.com/watch?v=hpuPjxkqUWI,1499.0,1582.0,1304.0,1221.0,
401019470,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,True,23081.0,3892,Pratt & Whitney Stadium,41,UConn,American Athletic,fbs,17,"[0, 10, 0, 7]",0.004203463433869054,2116,UCF,American Athletic,fbs,56,"[14, 14, 14, 14]",0.995796536566131,0.830061928399999,https://www.youtube.com/watch?v=ZPI-FjeNw4A,1241.0,1189.0,1728.0,1780.0,
401030402,2018,1,regular,2018-08-30 23:30:00+00:00,False,True,False,False,,3605,Alerus Center,155,North Dakota,FCS Independents,fcs,35,"[14, 7, 7, 7]",,2400,Mississippi Valley State,SWAC,fcs,7,"[0, 7, 0, 0]",,,,,,,,
401030318,2018,1,regular,2018-08-30 23:30:00+00:00,False,True,False,False,,3925,Seibert Stadium,2535,Samford,Southern,fcs,66,"[17, 28, 7, 14]",,2560,Shorter,Gulf South,ii,9,"[0, 0, 2, 7]",,,,,,,,
401012675,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,False,45988.0,587,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,41,"[7, 10, 14, 10]",0.9997998688829266,2692,Weber State,Big Sky,fcs,10,"[10, 0, 0, 0]",0.0002001311170733988,0.922426719,https://www.youtube.com/watch?v=tJjO6_6SP2s,,,,,
401013086,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,False,15478.0,4729,Yulman Stadium,2655,Tulane,American Athletic,fbs,17,"[0, 0, 14, 3, 0]",0.2196613212325033,154,Wake Forest,ACC,fbs,23,"[0, 7, 3, 7, 6]",0.7803386787674967,9.7884823983,https://www.youtube.com/watch?v=9Pgaey84Fhw,1390.0,1393.0,1591.0,1588.0,
401013489,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,False,50103.0,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,58,"[17, 14, 14, 13]",0.9992698560515085,2623,Missouri State,MVFC,fcs,17,"[0, 7, 10, 0]",0.0007301439484914685,0.0663753880999998,https://www.youtube.com/watch?v=qi5_zqyEvDs,,,,,
401014979,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,True,False,27124.0,3803,Legion Field,5,UAB,Conference USA,fbs,52,"[7, 21, 10, 14]",0.999997345694123,2542,Savannah St,MEAC,fcs,0,"[0, 0, 0, 0]",2.6543058769812333e-06,0.1406151783,https://www.youtube.com/watch?v=gKQoi3sPeic,,,,,
401013342,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,True,47410.0,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,fbs,27,"[14, 3, 7, 3]",0.15206580002046932,77,Northwestern,Big Ten,fbs,31,"[14, 17, 0, 0]",0.8479341999795307,6.6741715963,https://www.youtube.com/watch?v=6zZEHpc246A,1555.0,1557.0,1691.0,1689.0,
401021655,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,False,10137.0,3817,Malone Stadium,2433,UL Monroe,Sun Belt,fbs,34,"[7, 9, 10, 8]",0.5720859305615573,2545,SE Louisiana,Southland,fcs,31,"[14, 7, 0, 10]",0.4279140694384427,8.4160129207,,,,,,
401012258,2018,1,regular,2018-08-31 00:30:00+00:00,False,True,False,False,95855.0,3795,Kyle Field,245,Texas A&M,SEC,fbs,59,"[7, 28, 17, 7]",0.9999928023514462,2466,Northwestern State,Southland,fcs,7,"[0, 0, 0, 7]",7.197648553836089e-06,0.0327134787999997,https://www.youtube.com/watch?v=Vk-bY7sQ4u8,,,,,
401030172,2018,1,regular,2018-08-31 01:00:00+00:00,False,True,False,False,,3643,Bobcat Stadium,147,Montana State,Big Sky,fcs,26,"[3, 3, 14, 6]",,2710,Western Illinois,MVFC,fcs,23,"[7, 6, 7, 3]",,,,,,,,
401022511,2018,1,regular,2018-08-31 02:00:00+00:00,False,True,False,False,12675.0,3935,CEFCU Stadium,23,San José State,Mountain West,fbs,38,"[14, 7, 10, 7]",0.2255818432658651,302,UC Davis,Big Sky,fcs,44,"[14, 21, 2, 7]",0.7744181567341348,5.5811874724,,,,,,
401020673,2018,1,regular,2018-08-31 22:00:00+00:00,False,True,False,False,20628.0,3980,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,42,"[7, 0, 28, 7]",0.10069975562117696,183,Syracuse,ACC,fbs,55,"[24, 10, 14, 7]",0.899300244378823,2.7679697627,https://www.youtube.com/watch?v=9KWOUJL0s00,1553.0,1502.0,1341.0,1392.0,
401020672,2018,1,regular,2018-08-31 22:30:00+00:00,False,True,False,False,14357.0,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,51,"[13, 17, 14, 7]",0.9995510164694754,2405,Monmouth,Big South,fcs,17,"[0, 3, 7, 7]",0.0004489835305245826,0.565053273800001,,,,,,
401013089,2018,1,regular,2018-08-31 23:00:00+00:00,False,True,False,False,26017.0,3982,Wallace Wade Stadium,150,Duke,ACC,fbs,34,"[3, 14, 7, 10]",0.9973846191967987,349,Army,FBS Independents,fbs,14,"[0, 0, 14, 0]",0.0026153808032013393,1.69744162409999,https://www.youtube.com/watch?v=MBbw4OTY-i4,1594.0,1633.0,1522.0,1483.0,
401012880,2018,1,regular,2018-08-31 23:00:00+00:00,False,True,False,False,73114.0,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,38,"[6, 14, 7, 11]",0.906183590742433,328,Utah State,Mountain West,fbs,31,"[7, 7, 10, 7]",0.09381640925756696,4.1366972475,https://www.youtube.com/watch?v=BtDvvMyLLAg,1623.0,1624.0,1475.0,1474.0,
401030323,2018,1,regular,2018-09-01 00:35:00+00:00,False,True,False,False,,1930,Holt Arena,304,Idaho State,Big Sky,fcs,45,"[14, 17, 14, 0]",,2714,Western Colorado,Rocky Mountain,ii,10,"[0, 3, 7, 0]",,,,,,,,
401013354,2018,1,regular,2018-09-01 01:00:00+00:00,False,True,False,False,74145.0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,34,"[7, 17, 3, 7]",0.9999658482595446,98,Western Kentucky,Conference USA,fbs,3,"[0, 0, 3, 0]",3.415174045540148e-05,0.2437023338,https://www.youtube.com/watch?v=OX6SNSLJTxs,1852.0,1887.0,1436.0,1401.0,
401022517,2018,1,regular,2018-09-01 01:00:00+00:00,False,True,False,False,17525.0,3816,Mackay Stadium,2440,Nevada,Mountain West,fbs,72,"[9, 21, 28, 14]",0.9999946772201084,2502,Portland State,Big Sky,fcs,19,"[9, 10, 0, 0]",5.322779891625551e-06,1.08662059399999,https://www.youtube.com/watch?v=eiXWWtKGd94,,,,,
401022512,2018,1,regular,2018-09-01 01:00:00+00:00,False,True,False,False,40913.0,3940,Stanford Stadium,24,Stanford,Pac-12,fbs,31,"[0, 9, 15, 7]",0.9937677403365777,21,San Diego State,Mountain West,fbs,10,"[7, 0, 3, 0]",0.006232259663422335,2.8895508744,https://www.youtube.com/watch?v=ZqxQVQVhqtE,1757.0,1789.0,1584.0,1552.0,
401012680,2018,1,regular,2018-09-01 01:30:00+00:00,False,True,True,False,70158.0,3937,Sports Authority Field at Mile High,36,Colorado State,Mountain West,fbs,13,"[7, 3, 0, 3]",0.003935607921436278,38,Colorado,Pac-12,fbs,45,"[21, 7, 17, 0]",0.9960643920785637,3.41109204,https://www.youtube.com/watch?v=IVggtfJsL8w,1482.0,1401.0,1495.0,1576.0,
401013091,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,56073.0,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,24,"[0, 17, 0, 7]",0.839090960760694,256,James Madison,CAA,fcs,13,"[7, 0, 3, 3]",0.160909039239306,3.8739046233,https://www.youtube.com/watch?v=hTluPNefjSQ,1632.0,1640.0,1474.0,1466.0,
401012872,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,True,False,47641.0,3719,Northwest Stadium,120,Maryland,Big Ten,fbs,34,"[14, 10, 0, 10]",0.9131500976054453,251,Texas,Big 12,fbs,29,"[7, 15, 7, 0]",0.0868499023945547,9.13837292739999,https://www.youtube.com/watch?v=kD6TOpVQ5i0,1302.0,1336.0,1657.0,1623.0,
401019473,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,32357.0,3806,Lincoln Financial Field,218,Temple,American Athletic,fbs,17,"[3, 7, 7, 0]",0.08018018010651985,222,Villanova,CAA,fcs,19,"[13, 0, 0, 6]",0.9198198198934802,6.43306846939999,https://www.youtube.com/watch?v=2WuHl4W40Nw,,,,,
401012682,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,102169.0,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,77,"[21, 21, 14, 21]",0.9999435276188426,204,Oregon State,Pac-12,fbs,31,"[7, 7, 17, 0]",5.647238115735753e-05,0.1409114981,https://www.youtube.com/watch?v=0SaqgglJe_E,1915.0,1963.0,1229.0,1181.0,
401012820,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,40124.0,3754,High Point Solutions Stadium,164,Rutgers,Big Ten,fbs,35,"[7, 14, 7, 7]",0.9992581309620951,326,Texas State,Sun Belt,fbs,7,"[0, 0, 7, 0]",0.000741869037904852,1.11697903199999,https://www.youtube.com/watch?v=lB6s-pGlo04,1231.0,1292.0,1131.0,1070.0,
401012804,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,31898.0,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,Big Ten,fbs,31,"[3, 0, 21, 7]",0.8340153107033903,2309,Kent State,Mid-American,fbs,24,"[7, 10, 7, 0]",0.1659846892966097,6.71988011069999,https://www.youtube.com/watch?v=2uMx20-ZiOE,1305.0,1305.0,1129.0,1129.0,
401013065,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,86402.0,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,Big 12,fbs,63,"[28, 14, 14, 7]",0.9999928028169979,2226,Florida Atlantic,Conference USA,fbs,14,"[0, 0, 7, 7]",7.197183002127794e-06,0.451379604799999,https://www.youtube.com/watch?v=7oI3YL-nv_k,1875.0,1991.0,1642.0,1526.0,
401012256,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,75126.0,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,49,"[14, 14, 14, 7]",0.9999813927842912,324,Coastal Carolina,Sun Belt,fbs,15,"[0, 3, 3, 9]",1.8607215708787983e-05,0.182912192500001,https://www.youtube.com/watch?v=j1z8dudbN9Y,1572.0,1634.0,1315.0,1253.0,
401012253,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,True,False,40333.0,3891,NRG Stadium,2641,Texas Tech,Big 12,fbs,27,"[7, 10, 10, 0]",0.007730744808323005,145,Ole Miss,SEC,fbs,47,"[24, 6, 7, 10]",0.992269255191677,3.6518173425,https://www.youtube.com/watch?v=aKDo9I4t61U,1518.0,1477.0,1533.0,1574.0,
401014977,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,26390.0,3895,Rice Stadium,242,Rice,Conference USA,fbs,27,"[7, 17, 3, 0]",0.05005196033053275,248,Houston,American Athletic,fbs,45,"[3, 14, 14, 14]",0.9499480396694673,3.9567502631,https://www.youtube.com/watch?v=G5fwDmKe9cg,1164.0,1160.0,1573.0,1577.0,
401013072,2018,1,regular,2018-09-01 16:00:00+00:00,False,True,False,False,42219.0,3616,Amon G. Carter Stadium,2628,TCU,Big 12,fbs,55,"[17, 21, 17, 0]",0.9999921756502518,2582,Southern,SWAC,fcs,7,"[0, 7, 0, 0]",7.824349748219994e-06,0.0225499731999999,https://www.youtube.com/watch?v=FC5iJjIe1X0,,,,,
401013088,2018,1,regular,2018-09-01 16:20:00+00:00,False,True,False,False,80048.0,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,ACC,fbs,48,"[10, 17, 14, 7]",0.9999840784279569,231,Furman,Southern,fcs,7,"[0, 0, 0, 7]",1.59215720431094e-05,0.0250883832000001,https://www.youtube.com/watch?v=XA6HmGetYJs,,,,,
401013090,2018,1,regular,2018-09-01 16:30:00+00:00,False,True,False,False,39719.0,721,Bobby Dodd Stadium,59,Georgia Tech,ACC,fbs,41,"[7, 13, 21, 0]",0.9999959877845358,2016,Alcorn State,SWAC,fcs,0,"[0, 0, 0, 0]",4.01221546419972e-06,0.0701338293999992,https://www.youtube.com/watch?v=n2MfSy_7yOU,,,,,
401030355,2018,1,regular,2018-09-01 16:30:00+00:00,False,True,False,False,,3741,Goodman Stadium,2329,Lehigh,Patriot,fcs,21,"[0, 14, 7, 0]",,2598,St. Francis (PA),NEC,fcs,19,"[7, 3, 3, 6]",,,,,,,,
401029889,2018,1,regular,2018-09-01 17:00:00+00:00,False,True,False,True,,3617,Andy Kerr Stadium,2142,Colgate,Patriot,fcs,24,"[14, 10, 0, 0]",,107,Holy Cross,Patriot,fcs,17,"[0, 0, 3, 14]",,,,,,,,
401030589,2018,1,regular,2018-09-01 17:00:00+00:00,False,True,True,False,,3691,D. B. Milne Field,294,Jacksonville,Pioneer,fcs,63,"[14, 21, 28, 0]",,395,St. Augustine's,CIAA,ii,14,"[0, 7, 0, 7]",,,,,,,,
401013087,2018,1,regular,2018-09-01 17:00:00+00:00,False,True,False,False,30112.0,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,ACC,fbs,55,"[14, 34, 0, 7]",0.9998255691998653,113,Massachusetts,FBS Independents,fbs,21,"[7, 0, 0, 14]",0.00017443080013468393,0.6622090949,https://www.youtube.com/watch?v=Rtj-zNHEd0c,1610.0,1675.0,1378.0,1313.0,
401030574,2018,1,regular,2018-09-01 17:00:00+00:00,False,True,False,False,,3988,Welcome Stadium,2168,Dayton,Pioneer,fcs,49,"[21, 7, 14, 7]",,2523,Robert Morris,NEC,fcs,28,"[7, 7, 7, 7]",,,,,,,,
401030595,2018,1,regular,2018-09-01 17:00:00+00:00,False,True,False,False,,36,Leonidoff Field,2368,Marist,Pioneer,fcs,14,"[0, 0, 7, 7]",,46,Georgetown,Patriot,fcs,39,"[11, 0, 21, 7]",,,,,,,,
401030551,2018,1,regular,2018-09-01 18:00:00+00:00,False,True,False,False,,3623,Arthur J. Rooney Athletic Field,2184,Duquesne,NEC,fcs,45,"[14, 21, 7, 3]",,209,Lock Haven University,Pennsylvania State Athletic,ii,0,"[0, 0, 0, 0]",,,,,,,,
401030183,2018,1,regular,2018-09-01 18:00:00+00:00,False,True,False,False,,844,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,21,"[7, 0, 14, 0]",,2086,Butler,Pioneer,fcs,23,"[7, 0, 0, 16]",,,,,,,,
401020675,2018,1,regular,2018-09-01 18:00:00+00:00,False,True,False,False,18275.0,3876,Peden Stadium,195,Ohio,Mid-American,fbs,38,"[3, 14, 14, 7]",0.4527258093446935,47,Howard,MEAC,fcs,32,"[10, 12, 7, 3]",0.5472741906553065,3.8302068262,,,,,,
401022514,2018,1,regular,2018-09-01 18:00:00+00:00,False,True,False,False,33415.0,3713,Falcon Stadium,2005,Air Force,Mountain West,fbs,38,"[14, 10, 0, 14]",0.9999947029448708,2619,Stony Brook,CAA,fcs,0,"[0, 0, 0, 0]",5.297055129194206e-06,0.8860730608,https://www.youtube.com/watch?v=gM086JZoh68,,,,,
401030536,2018,1,regular,2018-09-01 19:00:00+00:00,False,True,False,False,,3661,Bulldog Stadium,2803,Bryant,NEC,fcs,41,"[14, 13, 7, 7]",,2441,New Haven,Northeast 10,ii,31,"[7, 6, 3, 15]",,,,,,,,
401013349,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,105232.0,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,45,"[7, 3, 14, 14, 7]",0.980509601522245,2026,App State,Sun Belt,fbs,38,"[10, 0, 0, 28, 0]",0.019490398477755022,6.47689498139999,https://www.youtube.com/watch?v=aMSClbb0CXw,1923.0,1918.0,1652.0,1657.0,
401012248,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,True,False,70103.0,5348,Mercedes-Benz Stadium,2,Auburn,SEC,fbs,21,"[9, 6, 0, 6]",0.6081821946558714,264,Washington,Pac-12,fbs,16,"[3, 10, 0, 3]",0.3918178053441286,7.48070415839999,https://www.youtube.com/watch?v=9RBQOKEFC0c,1829.0,1840.0,1839.0,1828.0,
401013092,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,34486.0,3752,Acrisure Stadium,221,Pittsburgh,ACC,fbs,33,"[19, 14, 0, 0]",0.9997365885384938,399,UAlbany,CAA,fcs,7,"[7, 0, 0, 0]",0.0002634114615062133,0.2208688393,https://www.youtube.com/watch?v=PeUrYFpqo_A,,,,,
401012683,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,24131.0,3984,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,19,"[2, 14, 3, 0]",0.005358724710402157,265,Washington State,Pac-12,fbs,41,"[10, 3, 7, 21]",0.9946412752895979,7.1429531895,https://www.youtube.com/watch?v=TBzMy1k0cSA,1572.0,1513.0,1552.0,1611.0,
401029744,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,,3714,Fargodome,2449,North Dakota State,MVFC,fcs,49,"[7, 21, 14, 7]",,13,Cal Poly,Big Sky,fcs,3,"[3, 0, 0, 0]",,,,,,,,
401012257,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,True,False,66793.0,3628,Bank of America Stadium,2633,Tennessee,SEC,fbs,14,"[0, 7, 7, 0]",0.004273317866598812,277,West Virginia,Big 12,fbs,40,"[10, 3, 20, 7]",0.9957266821334012,2.82384215719999,https://www.youtube.com/watch?v=wASVliw-Jrg,1411.0,1367.0,1568.0,1612.0,
401012250,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,92746.0,3917,Sanford Stadium,61,Georgia,SEC,fbs,45,"[17, 21, 7, 0]",0.999992203255419,2046,Austin Peay,OVC,fcs,0,"[0, 0, 0, 0]",7.796744580956805e-06,0.0234045444000003,https://www.youtube.com/watch?v=Os0jOlTmAP4,,,,,
401012251,2018,1,regular,2018-09-01 19:30:00+00:00,False,True,False,False,49138.0,3683,Kroger Field,96,Kentucky,SEC,fbs,35,"[7, 14, 7, 7]",0.9948967001914114,2117,Central Michigan,Mid-American,fbs,20,"[3, 17, 0, 0]",0.0051032998085885906,5.87733304869999,,1453.0,1482.0,1424.0,1395.0,
401012862,2018,1,regular,2018-09-01 19:40:00+00:00,False,True,False,False,67510.0,3793,Kinnick Stadium,2294,Iowa,Big Ten,fbs,33,"[0, 3, 14, 16]",0.9987837404630044,2459,Northern Illinois,Mid-American,fbs,7,"[0, 0, 0, 7]",0.0012162595369955564,3.0460114328,https://www.youtube.com/watch?v=mn8JsJKjexY,1712.0,1756.0,1515.0,1471.0,
401012247,2018,1,regular,2018-09-01 20:00:00+00:00,False,True,False,False,63342.0,3887,Razorback Stadium,8,Arkansas,SEC,fbs,55,"[10, 28, 10, 7]",0.9967431808920783,2197,Eastern Illinois,OVC,fcs,20,"[0, 6, 7, 7]",0.003256819107921749,0.179641016199999,https://www.youtube.com/watch?v=gJr3StoaNTM,,,,,
401012684,2018,1,regular,2018-09-01 20:00:00+00:00,False,True,False,False,42168.0,3831,California Memorial Stadium,25,California,Pac-12,fbs,24,"[7, 10, 7, 0]",0.8968200177849878,153,North Carolina,ACC,fbs,17,"[0, 0, 3, 14]",0.10317998221501223,3.2874759002,https://www.youtube.com/watch?v=2FHV0wgV0CE,1556.0,1560.0,1461.0,1457.0,
401030208,2018,1,regular,2018-09-01 20:00:00+00:00,False,True,False,False,,3856,Nottingham Field,2458,Northern Colorado,Big Sky,fcs,14,"[0, 0, 0, 14]",,2377,McNeese,Southland,fcs,17,"[10, 7, 0, 0]",,,,,,,,
401012255,2018,1,regular,2018-09-01 20:00:00+00:00,False,True,False,False,44019.0,3838,Memorial Stadium,142,Missouri,SEC,fbs,51,"[14, 24, 10, 3]",0.995968150359603,2630,UT Martin,OVC,fcs,14,"[0, 7, 7, 0]",0.004031849640397045,0.0905773775999997,https://www.youtube.com/watch?v=VuzsUbOUlC0,,,,,
401012678,2018,1,regular,2018-09-01 20:00:00+00:00,False,True,False,False,58708.0,477,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,43,"[6, 13, 0, 24]",0.9967409790322357,2439,UNLV,Mountain West,fbs,21,"[7, 7, 0, 7]",0.0032590209677643145,2.4032706517,https://www.youtube.com/watch?v=-YUtG0OfcLs,1713.0,1730.0,1350.0,1333.0,
401037010,2018,1,regular,2018-09-01 20:05:00+00:00,False,True,False,False,,3906,Roos Field,331,Eastern Washington,Big Sky,fcs,58,"[20, 14, 10, 14]",,2120,Central Washington,Great Northwest,ii,13,"[0, 13, 0, 0]",,,,,,,,
401030506,2018,1,regular,2018-09-01 21:00:00+00:00,False,True,False,False,,3650,Bragg Memorial Stadium,50,Florida A&M,MEAC,fcs,41,"[7, 13, 13, 8]",,2232,Fort Valley State,SIAC,ii,7,"[0, 7, 0, 0]",,,,,,,,
401030604,2018,1,regular,2018-09-01 21:00:00+00:00,False,True,False,False,,716,Torero Stadium,301,San Diego,Pioneer,fcs,38,"[21, 7, 10, 0]",,2703,Western New Mexico,Lone Star,ii,9,"[0, 3, 6, 0]",,,,,,,,
401030519,2018,1,regular,2018-09-01 22:00:00+00:00,False,True,False,False,,3991,"William Dick"""" Price Stadium""""",2450,Norfolk State,MEAC,fcs,34,"[7, 3, 7, 17]",,330,Virginia St,CIAA,ii,13,"[7, 0, 6, 0]",,,,,,,,
401030321,2018,1,regular,2018-09-01 22:00:00+00:00,False,True,False,False,,3704,E. J. Whitmire Stadium,2717,Western Carolina,Southern,fcs,33,"[3, 16, 0, 14]",,2444,Newberry,South Atlantic,ii,26,"[7, 10, 3, 6]",,,,,,,,
401030266,2018,1,regular,2018-09-01 22:00:00+00:00,False,True,False,True,,3737,Gibbs Stadium,2747,Wofford,Southern,fcs,28,"[14, 7, 0, 7]",,2643,The Citadel,Southern,fcs,21,"[0, 7, 14, 0]",,,,,,,,
401029986,2018,1,regular,2018-09-01 22:00:00+00:00,False,True,False,False,,3710,Ernest W. Spangler Stadium,2241,Gardner-Webb,Big South,fcs,52,"[7, 28, 10, 7]",,2336,Limestone,South Atlantic,ii,17,"[10, 0, 0, 7]",,,,,,,,
401030351,2018,1,regular,2018-09-01 22:00:00+00:00,False,True,False,False,,3668,Campus Field,2529,Sacred Heart,NEC,fcs,35,"[7, 14, 7, 7]",,322,Lafayette,Patriot,fcs,6,"[3, 0, 3, 0]",,,,,,,,
